loss,categorical_accuracy,val_loss,val_categorical_accuracy
4.999327186606112,0.07254024595022202,4.591251850128174,0.0961373895406723
4.410928699771081,0.1021445244550705,4.238565853663853,0.10995975136756897
4.104598561878277,0.11658530682325363,3.973599706377302,0.13095736503601074
3.8738426128591916,0.1434941440820694,3.78431122643607,0.1571452021598816
3.6956611840627693,0.16958028078079224,3.6487968649183,0.1841525435447693
3.559258197932034,0.19118916988372803,3.4877498831067766,0.2031833380460739
3.4189711670692575,0.21063445508480072,3.3629092148372104,0.22141283750534058
3.306673202712664,0.2265433967113495,3.283683708735875,0.23457959294319153
3.251896943251964,0.23201152682304382,3.395507778440203,0.21159695088863373
3.200659012289702,0.23782965540885925,3.127925293786185,0.2539564073085785
3.06293842636695,0.26077035069465637,3.0379697935921803,0.265811949968338
2.9919609339091715,0.2716611623764038,2.971205268587385,0.277011901140213
2.9579097775008214,0.27494296431541443,3.0457571234021867,0.25880059599876404
2.9276994474400104,0.2793201804161072,2.884117603302002,0.2928375005722046
2.8347105134884973,0.29570186138153076,2.825051409857614,0.2984101474285126
2.7794963250885134,0.30508360266685486,2.7862793377467563,0.3082624673843384
2.7474286808185022,0.30919718742370605,2.747821773801531,0.31578370928764343
2.7815504067854504,0.30227452516555786,2.713857889175415,0.31776875257492065
2.678736808197044,0.32247433066368103,2.678570440837315,0.3238513171672821
2.6393259104723854,0.3286879062652588,2.6556159428187778,0.3280945420265198
2.605685429705662,0.3336651623249054,2.6172193459102084,0.33166396617889404
2.587153750642159,0.33685147762298584,2.5872046606881276,0.34093350172042847
2.5509175049467636,0.34315598011016846,2.5708982263292586,0.3426271677017212
2.5308997892789193,0.34566959738731384,2.5448545728410994,0.34810876846313477
2.5480439143207247,0.3423605263233185,2.6757190568106517,0.3192620873451233
2.542435577713981,0.3424968719482422,2.515097107206072,0.35280728340148926
2.465257890514826,0.3584740161895752,2.4778132098061696,0.35874414443969727
2.4413338144385093,0.364578515291214,2.447155169078282,0.36708492040634155
2.4296801326771233,0.3659602999687195,2.4377270426068987,0.3680683374404907
2.415717379979503,0.3684375584125519,2.4210213252476285,0.36910638213157654
2.392187955131295,0.3725602626800537,2.4166151114872525,0.36998051404953003
2.3679206309665894,0.37871018052101135,2.383202757154192,0.38068875670433044
2.3556841939522193,0.3803738057613373,2.3779936177389964,0.3749886155128479
2.3370792807774636,0.38308286666870117,2.3606070450374057,0.38134434819221497
2.362267710714106,0.3765374720096588,2.424621786390032,0.3680137097835541
2.3648115195221995,0.3744693100452423,2.3321505274091447,0.3872266113758087
2.297037478541278,0.3908146321773529,2.315181187220982,0.3908142149448395
2.2944957987267176,0.3912373483181,2.303595100130354,0.3927810490131378
2.2718630638635458,0.3962964117527008,2.291302272251674,0.3949117660522461
2.278303705054319,0.3937646150588989,2.341299057006836,0.37961429357528687
2.7621262293683566,0.3099108338356018,2.603210312979562,0.33177322149276733
2.3679591210746476,0.3727329671382904,2.2901785714285716,0.3968421518802643
2.2435954957689757,0.4032781422138214,2.24717344556536,0.4045819640159607
2.2153383989708897,0.40978264808654785,2.2317212649754117,0.41035494208335876
2.2013644993588595,0.41179171204566956,2.223552703857422,0.4094443619251251
2.1918889145429743,0.41317805647850037,2.2137820380074635,0.4128863215446472
2.1828761340247493,0.4148462414741516,2.2055774245943343,0.41190290451049805
2.1733097937346346,0.41732802987098694,2.18803380216871,0.4184771776199341
2.1605349608585436,0.41890981793403625,2.2124713148389543,0.412066787481308
2.1634196815234445,0.418759822845459,2.1741248198917935,0.41869571805000305
2.142929010699616,0.4233825206756592,2.154451608657837,0.4209356904029846
2.1328223442418146,0.42518705129623413,2.1823692492076328,0.41640108823776245
2.138595220623259,0.4239552319049835,2.1593603917530606,0.4210631847381592
2.123932727355233,0.42593249678611755,2.143611788749695,0.42876654863357544
2.1050266013264785,0.4314597249031067,2.123823642730713,0.428038090467453
2.104274616273013,0.43178698420524597,2.1095082759857178,0.43373823165893555
2.1085684378991703,0.42954155802726746,2.1966278042112077,0.41046419739723206
2.10748385379757,0.42885974049568176,2.09415670803615,0.43738049268722534
2.0708721691469223,0.437973290681839,2.0886731147766113,0.4372347891330719
2.067933536380197,0.4380323886871338,2.1173143727438792,0.43086084723472595
2.0612609228764147,0.440782368183136,2.0745969670159474,0.4413323402404785
2.0463437018165287,0.4440414309501648,2.084661534854344,0.4384003281593323
2.039377809787869,0.44479140639305115,2.062868595123291,0.4442461431026459
2.3672487353675153,0.38647374510765076,2.670380013329642,0.3256906569004059
2.2533415748691974,0.39682820439338684,2.106813056128366,0.4307880103588104
2.042756890775078,0.44555503129959106,2.047756927353995,0.4479430317878723
2.013316751842053,0.45306405425071716,2.0418319531849454,0.44865328073501587
2.0015954816472856,0.4550231397151947,2.0273233141217912,0.4513303339481354
1.9921959749795164,0.45663222670555115,2.0197640316826955,0.4535338878631592
1.9830088149042469,0.4589049220085144,2.0024784803390503,0.4559195935726166
1.9795516590032978,0.45912763476371765,1.99460084097726,0.4586876928806305
1.9735585633948138,0.46035036444664,2.0030616521835327,0.45710331201553345
1.9644505377395625,0.4622776210308075,1.982290812901088,0.4606727361679077
1.951398057562268,0.4661821126937866,1.976584451539176,0.4654805064201355
1.9521066961279263,0.4647957682609558,1.9818227120808192,0.46136474609375
1.9478698778121688,0.4666866660118103,1.9696153232029505,0.46238458156585693
1.959123499559206,0.46223217248916626,1.9898008789334978,0.4593615233898163
2.636831731818199,0.34241053462028503,2.208708541733878,0.4068765938282013
2.0491390500738094,0.44161418080329895,1.9949579579489571,0.45784997940063477
