loss,categorical_accuracy,val_loss,val_categorical_accuracy,lr
5.113626166199157,0.059226732701063156,4.707543781825474,0.09065578877925873,0.0010000000474974513
4.464370551097914,0.09674911946058273,4.263786997113909,0.10440531373023987,0.0010999999940395355
4.134712437064184,0.10903991758823395,4.022459643227713,0.11773597449064255,0.0012000000569969416
3.915682936032032,0.13270333409309387,3.895040580204555,0.13671213388442993,0.0013000000035390258
3.746611205750451,0.15299861133098602,3.650818484170096,0.1674709916114807,0.00139999995008111
3.6004105232254826,0.17379386723041534,3.578702926635742,0.17473730444908142,0.001500000013038516
3.5326962556404724,0.18234379589557648,3.470705679484776,0.19378630816936493,0.0015999999595806003
3.3795997392140635,0.20611175894737244,3.322817019053868,0.2194824367761612,0.0017000000225380063
3.28474030577182,0.21933436393737793,3.267181839261736,0.2236892431974411,0.0017999999690800905
3.2282302439038864,0.227638840675354,3.2001591409955705,0.2335597574710846,0.0019000000320374966
3.1127108241201302,0.2456204891204834,3.0839239869798933,0.24929431080818176,0.0020000000949949026
3.0179753927983763,0.25943854451179504,2.9942378997802734,0.2645007371902466,0.0016199999954551458
2.954190321132745,0.27055662870407104,2.9496872084481374,0.2745351493358612,0.0013160000089555979
2.90867541847675,0.27743837237358093,2.917525359562465,0.277011901140213,0.0010728000197559595
2.876168816472462,0.28190651535987854,2.880669116973877,0.2857533097267151,0.0008782399818301201
2.849535669777918,0.28547921776771545,2.8560587678636824,0.28895848989486694,0.0007225919980555773
2.825162004329301,0.2919882535934448,2.8356149877820696,0.29116207361221313,0.0005980735877528787
2.812704273891911,0.2926109731197357,2.8325532504490445,0.2929103374481201,0.0004984588595107198
2.7987159699058806,0.2945927679538727,2.8144588470458984,0.294731467962265,0.00041876710020005703
2.786212478923483,0.296683669090271,2.797635657446725,0.2989382743835449,0.00035501367528922856
2.7745465206350635,0.2993336319923401,2.793473584311349,0.29988527297973633,0.00030401095864363015
2.769183154565677,0.30012455582618713,2.782881600516183,0.30063194036483765,0.00026320875622332096
2.760175232549107,0.3017745316028595,2.7841498170580183,0.3018520772457123,0.0002305670059286058
2.7536479333150576,0.30344724655151367,2.7713826383863176,0.30112364888191223,0.0002044536086032167
2.7477505279171894,0.30371996760368347,2.771362679345267,0.30380070209503174,0.00018356287910137326
2.7446265899218547,0.303879052400589,2.7701762403760637,0.3034729063510895,0.00016685031005181372
2.740757582799971,0.3046608567237854,2.7588693414415633,0.303764283657074,0.0001534802431706339
2.7382772670371005,0.30635175108909607,2.755204881940569,0.3027990758419037,0.0001427841925760731
2.7286983152210533,0.30691540241241455,2.754068544932774,0.305294007062912,0.0001342273608315736
2.7290724317238184,0.3074881136417389,2.75021117074149,0.3086448907852173,0.00012738189252559096
