loss,categorical_accuracy,val_loss,val_categorical_accuracy,lr
5.083959262569014,0.07126298546791077,4.323326638766697,0.09845022112131119,0.0005000000237487257
4.107228856068481,0.1114489883184433,3.888060893331255,0.12948225438594818,0.0006000000284984708
3.7564254420491623,0.15147589147090912,3.607733351843698,0.17537470161914825,0.000699999975040555
3.5597329765769294,0.18043926358222961,3.349680781364441,0.21820764243602753,0.0007999999797903001
3.4660100620857857,0.19771184027194977,3.192820429801941,0.2415909320116043,0.0008999999845400453
3.11359712052593,0.248311385512352,2.9826113155909946,0.2704011797904968,0.0010000000474974513
2.8916471623089977,0.28330197930336,2.8176779406411305,0.29593342542648315,0.0008019999950192869
2.753884287574328,0.305169939994812,2.703462243080139,0.3168764114379883,0.0006436000112444162
2.6540257157289426,0.3239516019821167,2.629661866596767,0.332101047039032,0.0005168800125829875
2.58682995979082,0.3346060514450073,2.5738454971994673,0.33741873502731323,0.0004155040078330785
2.5346886862865454,0.34555140137672424,2.5420516559055875,0.34508568048477173,0.000334403186570853
2.4876134220623394,0.35495132207870483,2.484709620475769,0.3571597635746002,0.00026952257030643523
2.453916158309073,0.36129218339920044,2.454926712172372,0.3626231551170349,0.00021761804237030447
2.4283392681141214,0.36740121245384216,2.4285650508744374,0.36784979701042175,0.00017609444330446422
2.4021618306073824,0.37244662642478943,2.424083743776594,0.37265756726264954,0.0001428755494998768
2.3870862989607464,0.3765102028846741,2.4042607375553677,0.37888583540916443,0.00011630044173216447
2.3705864790431987,0.3795147240161896,2.3811801501682828,0.3799420893192291,9.504035551799461e-05
2.358362310703292,0.3834055960178375,2.375479076589857,0.38041558861732483,7.803228072589263e-05
2.348456294756302,0.3839101493358612,2.3657994185175215,0.3839667737483978,6.442582525778562e-05
2.33994836185461,0.38699647784233093,2.3607349566050937,0.3840942680835724,5.354066161089577e-05
