loss,categorical_accuracy,val_loss,val_categorical_accuracy,lr
6.819958773057327,0.03494059294462204,6.087542738233294,0.04354318976402283,0.0010000000474974513
5.577245697090981,0.057740382850170135,5.161898987633841,0.07743439078330994,0.0012666666880249977
5.016853208976482,0.08705829828977585,4.8439299038478305,0.0986323356628418,0.0015333333285525441
4.753472577274833,0.10943537205457687,4.5996816498892645,0.12520259618759155,0.0017999999690800905
4.738028727416898,0.11497622728347778,4.572294678006854,0.1375134289264679,0.0020666667260229588
4.564601510662654,0.13623057305812836,4.2898750986371725,0.17644916474819183,0.0023333332501351833
7.256713610885523,0.049858637154102325,8.4088807787214,0.028282130137085915,0.0026000000070780516
6.8669170315404955,0.04556776583194733,5.693470409938267,0.07725228369235992,0.00286666676402092
5.2110792131328845,0.10068544745445251,4.9006235258919855,0.12427382171154022,0.0031333332881331444
4.831273512641259,0.13585785031318665,4.788022450038365,0.13112126290798187,0.0034000000450760126
4.836611159598755,0.13769875466823578,4.59824936730521,0.16359199583530426,0.003666666569188237
4.7528351668280875,0.14922592043876648,4.600007091249738,0.16816303133964539,0.003933333326131105
4.80511892543808,0.15869401395320892,5.040001903261457,0.13476352393627167,0.00419999985024333
4.702979657982931,0.1695166379213333,4.567670958382743,0.17184171080589294,0.004466666840016842
4.598969625731605,0.17704838514328003,4.312784092766898,0.20975761115550995,0.0047333333641290665
4.682846290911481,0.17274388670921326,4.372966255460467,0.20611535012722015,0.004999999888241291
4.208967708457393,0.23562967777252197,4.05532888003758,0.2574165463447571,0.004019999876618385
4.014864510444564,0.26782482862472534,3.968247890472412,0.2691810429096222,0.003235999960452318
3.925492692709613,0.28557467460632324,3.864598137991769,0.2923275828361511,0.0026088000740855932
3.8586089478472267,0.30069270730018616,3.808727332523891,0.3062410056591034,0.002107040025293827
3.808726646342261,0.3095744550228119,3.7773879936763217,0.3121050298213959,0.0017056319629773498
3.7703970835283256,0.31770166754722595,3.7390247753688266,0.31596583127975464,0.0013845056528225541
3.7376339122276554,0.32464250922203064,3.708049467631749,0.3252900242805481,0.0011276045115664601
3.7119471874065053,0.3295106291770935,3.6849257605416432,0.33011600375175476,0.0009220835636369884
3.692448942415565,0.3344833254814148,3.663172040666853,0.33465060591697693,0.0007576668867841363
3.6763160430277813,0.33858782052993774,3.662637710571289,0.33319371938705444,0.0006261335220187902
3.659878953339981,0.3412923514842987,3.6313191822596957,0.3419351279735565,0.0005209068185649812
3.6473144272793605,0.34406960010528564,3.6264536721365794,0.3428274989128113,0.0004367254441604018
3.636512296652638,0.34623321890830994,3.621574197496687,0.34459397196769714,0.0003693803446367383
3.6297757131581028,0.34898319840431213,3.6085160119192943,0.34810876846313477,0.0003155042650178075
