loss,categorical_accuracy,val_loss,val_categorical_accuracy,lr
5.06086597907669,0.06665393710136414,4.50222110748291,0.09227659553289413,0.0010000000474974513
4.289075197884692,0.10129907727241516,4.101758139474051,0.11283713579177856,0.0010999999940395355
4.015712292430334,0.11877164989709854,3.9094304016658237,0.13736774027347565,0.0012000000569969416
3.7528622457718224,0.1520395278930664,3.8350145476205006,0.14352315664291382,0.0013000000035390258
3.673911329392987,0.16027581691741943,3.490732499531337,0.19376809895038605,0.00139999995008111
3.391419370619098,0.20542995631694794,3.3949788297925676,0.20258235931396484,0.001500000013038516
3.2709490263275995,0.2204025387763977,3.1870205402374268,0.23947842419147491,0.0015999999595806003
3.1270313279390187,0.24338869750499725,3.062873601913452,0.25544974207878113,0.0017000000225380063
3.0427200028989985,0.25335678458213806,2.9563253947666714,0.2716577649116516,0.0017999999690800905
2.9090957679618143,0.2737111449241638,2.844090053013393,0.2853526473045349,0.0019000000320374966
2.845465500382228,0.2823519706726074,3.590479987008231,0.1843346506357193,0.0020000000949949026
3.0933610801268667,0.24736593663692474,2.7537381649017334,0.3014696538448334,0.0016199999954551458
2.652036696936594,0.3199516236782074,2.603016035897391,0.3315911293029785,0.0013160000089555979
2.5581558242121476,0.33843329548835754,2.548358644757952,0.34280925989151,0.0010728000197559595
2.5049288914046093,0.3490740954875946,2.5044452122279575,0.3538270890712738,0.0008782399818301201
2.468360378907354,0.356660395860672,2.473714896610805,0.35807034373283386,0.0007225919980555773
2.4406627610497447,0.36160579323768616,2.443380526133946,0.36622899770736694,0.0005980735877528787
2.4154285727680285,0.3674239218235016,2.4276729311261858,0.3688332140445709,0.0004984588595107198
2.3981415348364394,0.370942085981369,2.417853457587106,0.3716559410095215,0.00041876710020005703
2.382408787487405,0.37277841567993164,2.4000727449144637,0.3726029396057129,0.00035501367528922856
2.3680284430911955,0.3766102194786072,2.3824779306139265,0.37839412689208984,0.00030401095864363015
2.35355073617964,0.37948745489120483,2.37277889251709,0.3808344304561615,0.00026320875622332096
2.344684693526379,0.38175106048583984,2.3670381477900913,0.38136255741119385,0.0002305670059286058
2.3390067710433096,0.38182833790779114,2.355571814945766,0.3839121460914612,0.0002044536086032167
2.328255296084011,0.38489648699760437,2.3483011381966725,0.3847498595714569,0.00018356287910137326
2.3214199491653043,0.38733285665512085,2.3439633505684987,0.3838939368724823,0.00016685031005181372
2.315573877031641,0.3881010115146637,2.338677542550223,0.38720840215682983,0.0001534802431706339
2.309917824056866,0.38967373967170715,2.328533955982753,0.3890659511089325,0.0001427841925760731
2.3062258375985936,0.3903873562812805,2.325106178011213,0.38995829224586487,0.0001342273608315736
2.3020888179403274,0.391414612531662,2.319790840148926,0.390304297208786,0.00012738189252559096
